,NHS_NUMBER,DATE_OF_BIRTH,FIRST_NAME,LAST_NAME,HOUSEHOLD,AGE,PRACTICE_CODE,PRACTICE_NAME,DISTANCE_FROM_PRACTICE,ESTABLISHMENT_TYPE,EDUCATIONAL_ESTABLISHMENT_UPN,EDUCATIONAL_ESTABLISHMENT_NAME,UNI_COURSE_CODE,UNI_COURSE_TITLE,LAT,LON,MARITAL_STATUS_CODE,MARITAL_STATUS,GENERAL_HEALTH_CODE,GENERAL_HEALTH,OCCUPATION_CODE,OCCUPATION,SEX_CODE,SEX,HOURS_WORKED_CODE,HOURS_WORKED,ECONOMICACTIVITY_CODE,ECONOMICACTIVITY,HOUSEHOLD_TYPE_CODE,HOUSEHOLD_TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,ADDRESS_5,ADDRESS_6,YEARS_AT_ADDRESS,POSTCODE,POSTCODE_NO_SPACE,LOCAL_AUTHORITY_CODE,LOCAL_AUTHORITY,LSOA_CODE,ETHNICITY,CANCER,DIABETES,COPD,ASTHMA,HYPERTENSION,MORBILITIES,ICB22NM,ICB22CD,PCN,MULTIPLE_MOBILITIES,BODY_WEIGHT
169,0048415010,1950-05-21,Jamie,Williamson,H18937034,75,,,,,,,,,52.07956319,0.46482488,4, Married or in a same sex civil partnership,2,Bad,9,Sales and customer service occupations,2,Female,2,>75 years old,2,=>75,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,1,,,,1,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
170,0030099606,2015-05-21,Kimberly,Williamson,H18937034,10,,,,School,139732,Churchill Special Free School,,,52.07956319,0.46482488,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Asian,,1,,,,1,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
171,0042710293,2010-05-21,Jacob,Rowe,H18937008,15,,,,School,139732,Churchill Special Free School,,,52.07989845,0.4648345,2,<16 years old therefore ineligible to marry,4, Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
172,0023354917,1985-05-21,Raymond,Davis,H18937180,40,,,,,,,,,52.0793326,0.46504227,4, Married or in a same sex civil partnership,5,Very Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
173,0028431437,1977-05-21,Lewis,Ellingham,H18937008,48,,,,,,,,,52.07989845,0.4648345,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,5,Very Good,4,Professional occupations,1,Male,4,<49 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
174,0023038815,2010-05-21,Daniel,Klett,H18937087,15,,,,School,139732,Churchill Special Free School,,,52.07861021,0.4649651,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
175,0009477656,1988-05-21,Dan,Almand,H22811334,37,,,,,,,,,52.07899642,0.46511714,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,5,Very Good,10,"Process, plant and machine operatives",1,Male,3,31-48 hours per week,3,Economically active - employee,9,Complex other,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
176,0025185903,1984-05-21,Jennifer,Mcnamara,H22811334,41,,,,,,,,,52.07899642,0.46511714,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,5,Very Good,6,Administrative and secretarial occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,9,Complex other,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Black,,1,,,,1,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
177,0025207586,2021-05-21,Milton,Williamson,H18937034,4,,,,School,141371,Coupals Primary Academy,,,52.07956319,0.46482488,2,<16 years old therefore ineligible to marry,4, Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
178,0015108579,2005-05-21,Yolanda,Gilbert,H22811334,20,,,,,,,,,52.07899642,0.46511714,1,Single,4, Good,9,Sales and customer service occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,9,Complex other,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
179,0003544116,1969-05-21,Katrina,Davis,H18937180,56,,,,,,,,,52.0793326,0.46504227,4, Married or in a same sex civil partnership,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,7,16-30 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
180,0042462219,2016-05-21,Rachelle,Klett,H18937087,9,,,,School,139732,Churchill Special Free School,,,52.07861021,0.4649651,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
181,0039042599,1994-05-21,Tracy,Klett,H18937087,31,,,,,,,,,52.07861021,0.4649651,4, Married or in a same sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Black,,1,,,,1,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
182,0008507201,1971-05-21,Bradley,Klett,H18937087,54,,,,,,,,,52.07861021,0.4649651,4, Married or in a same sex civil partnership,3,Fair,7,Skilled trades occupations,1,Male,3,31-48 hours per week,5,Economically active -  self employed,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Asian,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
183,0037636205,1996-05-21,Glenna,Rowe,H18937008,29,,,,,,,,,52.07989845,0.4648345,4, Married or in a same sex civil partnership,4, Good,6,Administrative and secretarial occupations,2,Female,4,<49 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
184,0041907198,2018-05-21,Ryan,Davis,H18937180,7,,,,School,141371,Coupals Primary Academy,,,52.0793326,0.46504227,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
185,0049477826,2004-05-21,Jolie,Neglia,H22811334,21,,,,,,,,,52.07899642,0.46511714,1,Single,5,Very Good,11,Elementary occupations,2,Female,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Asian,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
186,0012280688,1974-05-21,Matthew,Williamson,H18937034,51,,,,,,,,,52.07956319,0.46482488,4, Married or in a same sex civil partnership,4, Good,3,"Managers, directors and senior officials",1,Male,4,<49 hours per week,3,Economically active - employee,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,White,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
187,0035282205,1993-05-21,David,Lerma,H22811334,32,,,,,,,,,52.07899642,0.46511714,1,Single,5,Very Good,11,Elementary occupations,1,Male,6,<15 hours per week,4,Economically active - student,9,Complex other,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Black,,,,,,0,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Idealweight
188,0051881445,2013-05-21,Sibyl,Davis,H18937180,12,,,,School,139732,Churchill Special Free School,,,52.0793326,0.46504227,2,<16 years old therefore ineligible to marry,3,Fair,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,5,ANTONIA CLOSE,HAVERHILL,HAVERHILL,ST EDMUNDSBURY,SUFFOLK,9,CB9 0NU,CB90NU,E07000245,West Suffolk District,E01030107,Asian,,,,,1,1,NHS Suffolk and North East Essex Integrated Care Board,E54000023,,0,Overweight
189,0036170735,1969-05-21,Glenn,Mosley,H9160541,56,C81015,NEWBOLD SURGERY,737.2375334636953,,,,,,53.25700127,-1.42219419,4, Married or in a same sex civil partnership,4, Good,3,"Managers, directors and senior officials",1,Male,3,31-48 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
190,0051680209,1986-05-21,Willard,Cottrell,H9161034,39,C81015,NEWBOLD SURGERY,741.7738406651811,,,,,,53.25686124,-1.42228759,4, Married or in a same sex civil partnership,5,Very Good,3,"Managers, directors and senior officials",1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,1,,1,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Overweight
191,0011173719,1976-05-21,Michael,Smith,H9160970,49,C81015,NEWBOLD SURGERY,586.2621814562967,,,,,,53.25730548,-1.42473766,4, Married or in a same sex civil partnership,4, Good,7,Skilled trades occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Underweight
192,0013616719,1982-05-21,Laura,Cottrell,H9161034,43,C81015,NEWBOLD SURGERY,741.7738406651811,,,,,,53.25686124,-1.42228759,4, Married or in a same sex civil partnership,5,Very Good,3,"Managers, directors and senior officials",2,Female,4,<49 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
193,0023461976,1983-05-21,Bernice,Kunde,H9160918,42,C81015,NEWBOLD SURGERY,628.8864985185336,,,,,,53.25729824,-1.42388234,4, Married or in a same sex civil partnership,5,Very Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
194,0031235122,1970-05-21,William,Brown,H9160583,55,C81015,NEWBOLD SURGERY,651.7273045274792,,,,,,53.25732347,-1.4234023,4, Married or in a same sex civil partnership,5,Very Good,6,Administrative and secretarial occupations,1,Male,4,<49 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
195,0010851782,1966-05-21,Barbara,Brown,H9160583,59,C81015,NEWBOLD SURGERY,651.7273045274792,,,,,,53.25732347,-1.4234023,4, Married or in a same sex civil partnership,2,Bad,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,1,1,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
196,0039960977,1984-05-21,Kathy,Segal,H9160848,41,C81015,NEWBOLD SURGERY,666.5746969611492,,,,,,53.25690891,-1.42370291,4, Married or in a same sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,1,1,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
197,0047004437,1980-05-21,Michael,Folta,H9160738,45,C81015,NEWBOLD SURGERY,733.2024098733139,,,,,,53.25697369,-1.4223051,4, Married or in a same sex civil partnership,5,Very Good,7,Skilled trades occupations,1,Male,3,31-48 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,119,EASTSIDE CLOSE,CHESTERFIELD,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,3,S41 9BB,S419BB,E07000034,Chesterfield District (B),E01019574,White,,,,,,0,NHS Derby and Derbyshire Integrated Care Board,E54000058,U78207,0,Idealweight
198,0036032050,1993-05-21,Linda,Langley,H1916170,32,L81082,BEDMINSTER FAMILY PRACTICE,528.3330583461398,,,,,,51.44249388,-2.57701006,1,Single,5,Very Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Idealweight
199,0049269325,1976-05-21,Susan,Beltran,H1916746,49,L81057,GAYWOOD HOUSE SURGERY,525.7098770688334,,,,,,51.44223375,-2.57749778,1,Single,5,Very Good,11,Elementary occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,,0,Idealweight
200,0034534940,1985-05-21,Joann,Cohen,H1916616,40,L81057,GAYWOOD HOUSE SURGERY,521.1090860565482,,,,,,51.44218567,-2.57748672,1,Single,4, Good,5,Associate professional and technical occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,1,,,,1,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,,0,Overweight
201,0053784622,1999-05-21,Jacob,Jump,H1916481,26,L81057,GAYWOOD HOUSE SURGERY,517.7610697460547,,,,,,51.44199809,-2.57775473,1,Single,5,Very Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,,0,Idealweight
202,0007631692,1982-05-21,George,Bui,H1917008,43,L81082,BEDMINSTER FAMILY PRACTICE,514.5427418761293,,,,,,51.44227764,-2.57714944,1,Single,4, Good,11,Elementary occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Idealweight
203,0035329059,1989-05-21,Mamie,Thayer,H1916642,36,L81082,BEDMINSTER FAMILY PRACTICE,517.2388799185394,,,,,,51.4423029,-2.57716035,1,Single,3,Fair,9,Sales and customer service occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Overweight
204,0047778509,2007-05-21,William,Smith,H1916663,18,L81057,GAYWOOD HOUSE SURGERY,528.4419271763691,School,109327,St Mary Redcliffe and Temple School,,,51.44223996,-2.57754748,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,7,16-30 hours per week,4,Economically active - student,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,Asian,,,,1,,1,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,,0,Overweight
205,0048027482,1982-05-21,Manuel,Reid,H1916874,43,L81057,GAYWOOD HOUSE SURGERY,528.4252337296842,,,,,,51.44230317,-2.57742288,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,5,Economically active -  self employed,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,1,,,,1,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,,0,Overweight
206,0013398225,1981-05-21,Frances,Thomas,H1916465,44,L81082,BEDMINSTER FAMILY PRACTICE,524.479278280672,,,,,,51.44239643,-2.5771336,1,Single,4, Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Idealweight
207,0051663499,2003-05-21,Thomas,Pool,H1916753,22,L81082,BEDMINSTER FAMILY PRACTICE,498.7774332613983,University,10007773,OPEN UNIVERSITY(THE),R62,Computing with Electronic Engineering,51.44205256,-2.57723952,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,6,<15 hours per week,4,Economically active - student,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,1,,1,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Overweight
208,0050074494,1981-05-21,James,Hull,H1916576,44,L81082,BEDMINSTER FAMILY PRACTICE,509.95980239348575,,,,,,51.44225957,-2.57707806,1,Single,3,Fair,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,1,,1,,2,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,1,Overweight
209,0050496286,1988-05-21,Donna,Lussier,H1916701,37,L81082,BEDMINSTER FAMILY PRACTICE,521.6186893868493,,,,,,51.44236434,-2.57713395,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,58,ANGERS ROAD,TOTTERDOWN,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,2,BS4 3AF,BS43AF,E06000023,City of Bristol (B),E01014730,White,,,,,,0,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E54000039,U86579,0,Overweight
210,0029205486,1976-05-21,Johnny,Brown,H2953804,49,G82060,NORTHGATE MEDICAL PRACTICE,1162.0296942577227,,,,,,51.29340486,1.07823242,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,3,Fair,6,Administrative and secretarial occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,HICKLING,MANWOOD AVENUE,CANTERBURY,CANTERBURY,CANTERBURY,KENT,1,CT2 7AE,CT27AE,E07000106,Canterbury District (B),E01024100,Black,,1,,,,1,NHS Kent and Medway Integrated Care Board,E54000032,U73009,0,Overweight
211,0025795286,2004-05-21,John,Conder,H2953698,21,G82060,NORTHGATE MEDICAL PRACTICE,1136.8590666995487,University,10007773,OPEN UNIVERSITY(THE),Q07,Psychology,51.29316221,1.07841106,1,Single,5,Very Good,11,Elementary occupations,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,1,One adult - to age 65,HICKLING,MANWOOD AVENUE,CANTERBURY,CANTERBURY,CANTERBURY,KENT,1,CT2 7AE,CT27AE,E07000106,Canterbury District (B),E01024100,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U73009,0,Idealweight
212,0013041946,1963-05-21,Maria,Meade,H2953839,62,G82060,NORTHGATE MEDICAL PRACTICE,1094.7374798813798,,,,,,51.29275559,1.07850372,6,Widowed or surviving partner from same-sex civil partnership,4, Good,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,1,One adult - to age 65,HICKLING,MANWOOD AVENUE,CANTERBURY,CANTERBURY,CANTERBURY,KENT,1,CT2 7AE,CT27AE,E07000106,Canterbury District (B),E01024100,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U73009,0,Idealweight
213,0001036495,1963-05-21,Charles,Gibson,H2953979,62,G82060,NORTHGATE MEDICAL PRACTICE,1139.2727655023277,,,,,,51.29340742,1.07904432,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,7,Skilled trades occupations,1,Male,4,<49 hours per week,5,Economically active -  self employed,1,One adult - to age 65,HICKLING,MANWOOD AVENUE,CANTERBURY,CANTERBURY,CANTERBURY,KENT,1,CT2 7AE,CT27AE,E07000106,Canterbury District (B),E01024100,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U73009,0,Idealweight
214,0007045551,1962-05-21,Alice,Tracy,H2953982,63,G82060,NORTHGATE MEDICAL PRACTICE,1104.096523658876,,,,,,51.29310169,1.07920222,6,Widowed or surviving partner from same-sex civil partnership,4, Good,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,1,One adult - to age 65,HICKLING,MANWOOD AVENUE,CANTERBURY,CANTERBURY,CANTERBURY,KENT,1,CT2 7AE,CT27AE,E07000106,Canterbury District (B),E01024100,Black,,1,,,,1,NHS Kent and Medway Integrated Care Board,E54000032,U73009,0,Overweight
215,0032964160,1951-05-21,Miranda,Brown,H11777615,74,C84129,RISE PARK SURGERY,213.87867541428218,,,,,,53.00270158,-1.19849527,4, Married or in a same sex civil partnership,4, Good,11,Elementary occupations,2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,4,Two adults - 65 +,9,MURIEL STREET,BULWELL,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,1,NG6 8FS,NG68FS,E06000018,City of Nottingham (B),E01013885,White,,1,,1,,2,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U63129,1,Overweight
216,0003682783,1993-05-21,Meghann,Howard,H8456211,32,C84129,RISE PARK SURGERY,264.965968523567,,,,,,53.00223507,-1.19894094,4, Married or in a same sex civil partnership,5,Very Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,MURIEL STREET,BULWELL,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,1,NG6 8FS,NG68FS,E06000018,City of Nottingham (B),E01013885,Black,,1,,,,1,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U63129,0,Overweight
